"product_id","title","assigned_values","assigned_kinds","source_used","changed","classification_reason","url_used","web_search_query"
"9065944187119","Typeform (Interactive form builder for surveys, quizzes, and data collection)","Data Analytics AI","Data Analytics AI:name","product URL","true","Data Analytics AI via name","https://www.typeform.com/pricing/","Typeform (Interactive form builder for surveys, quizzes, and data collection) Typeform Data AI"
"9069939327215","Grok by xAI (Conversational AI for answering questions and providing insights with a focus on truth-seeking)","Task Automation AI | Personal AI Assistants","Task Automation AI:name | Personal AI Assistants:name","description","true","Task Automation AI via name; Personal AI Assistants via name","https://x.ai/grok","Grok by xAI (Conversational AI for answering questions and providing insights with a focus on truth-seeking) xAI Assistant AI"
"9069939359983","ChatGPT by OpenAI (A versatile chatbot for conversations, task automation, and content generation)","Task Automation AI","Task Automation AI:name","description","true","Task Automation AI via name","",""
"9069939425519","Google Assistant by Google (Voice-activated AI for tasks, smart home control, and information retrieval)","Personal AI Assistants","Personal AI Assistants:name","description","true","Personal AI Assistants via name","",""
"9069939491055","Amazon Alexa by Amazon (Voice assistant for home automation, queries, and integrations)","Personal AI Assistants","Personal AI Assistants:name","description","true","Personal AI Assistants via name","",""
"9069939589359","Claude by Anthropic (Ethical conversational AI for safe and value-aligned responses)","Task Automation AI","Task Automation AI:name","product URL","true","Task Automation AI via name","https://anthropic.com/claude","Claude by Anthropic (Ethical conversational AI for safe and value-aligned responses) Anthropic Assistant AI"
"9069939687663","Gemini by Google (Multimodal AI for text, image processing, and task assistance)","Enterprise AI Assistants","Enterprise AI Assistants:name","description","true","Enterprise AI Assistants via name","",""
"9069939753199","Siri by Apple (Voice assistant for iOS devices, handling tasks and queries)","Personal AI Assistants","Personal AI Assistants:name","description","true","Personal AI Assistants via name","",""
"9069939785967","Copilot by Microsoft (AI assistant integrated into Microsoft 365 for productivity tasks)","Enterprise AI Assistants","Enterprise AI Assistants:name","description","true","Enterprise AI Assistants via name","",""
"9069939851503","Perplexity by Perplexity (AI-powered search and answer engine for research and queries)","Task Automation AI","Task Automation AI:name","description","true","Task Automation AI via name","https://www.perplexity.ai","Perplexity by Perplexity (AI-powered search and answer engine for research and queries) Perplexity Assistant AI"
"9069940015343","Elicit by Elicit (Research assistant for literature reviews and data extraction)","Task Automation AI","Task Automation AI:name","product URL","true","Task Automation AI via name","https://elicit.com","Elicit by Elicit (Research assistant for literature reviews and data extraction) Elicit Assistant AI"
"9069940113647","Otter by Otter (AI-powered meeting assistant for transcription and note-taking)","Meeting Assistant AI","Meeting Assistant AI:name","description","true","Meeting Assistant AI via name","",""
"9069940179183","Fathom by Fathom (Meeting assistant for summarizing calls and generating action items)","Meeting Assistant AI","Meeting Assistant AI:name","description","true","Meeting Assistant AI via name","",""
"9069940277487","Grok Vision by xAI (Vision-enabled assistant for analyzing images and text)","Task Automation AI","Task Automation AI:name","description","true","Task Automation AI via name","https://x.ai/grok","Grok Vision by xAI (Vision-enabled assistant for analyzing images and text) xAI Assistant AI"
"9069940343023","Jasper Assistant by Jasper (AI for content creation and task automation)","Task Automation AI","Task Automation AI:name","description","true","Task Automation AI via name","",""
"9069940441327","Trello AI by Atlassian (Task management assistant integrated into Trello for project organization)","Task Automation AI","Task Automation AI:name","description","true","Task Automation AI via name","",""
"9069940506863","Notion AI by Notion (Productivity assistant for note-taking, summaries, and task automation)","Task Automation AI","Task Automation AI:name","description","true","Task Automation AI via name","",""
"9069940637935","Bixby by Samsung (Voice assistant for Samsung devices, focusing on device control)","Personal AI Assistants","Personal AI Assistants:name","description","true","Personal AI Assistants via name","",""
"9069940736239","Replika by Replika (Emotional AI companion for personal conversations and mental support)","Personal AI Assistants","Personal AI Assistants:name","product URL","true","Personal AI Assistants via name","https://replika.com","Replika by Replika (Emotional AI companion for personal conversations and mental support) Replika.ai Assistant AI"
"9069940834543","Ada by Ada (Customer service assistant for automated query resolution)","Task Automation AI","Task Automation AI:name","description","true","Task Automation AI via name","https://www.ada.cx","Ada by Ada (Customer service assistant for automated query resolution) Ada.cx Assistant AI"
"9069940932847","You.com by You.com (AI search assistant with personalized results and chatbot features)","Task Automation AI","Task Automation AI:name","product URL","true","Task Automation AI via name","https://you.com","You.com by You.com (AI search assistant with personalized results and chatbot features) You.com Assistant AI"
"9070776320239","Descript: AI-powered audio and video editing with transcription and voice cloning","Voice Cloning AI","Voice Cloning AI:name","description","true","Voice Cloning AI via name","",""
"9070776385775","Murf AI: AI voice generator for realistic text-to-speech voiceovers","Speech Enhancement AI | Voice Cloning AI","Speech Enhancement AI:name | Voice Cloning AI:name","product URL","true","Speech Enhancement AI via name; Voice Cloning AI via name","https://murf.ai/pricing","Murf AI: AI voice generator for realistic text-to-speech voiceovers Murf AI Audio AI"
"9070776484079","ElevenLabs: AI voice generator and text-to-speech software","Voice Cloning AI","Voice Cloning AI:name","description","true","Voice Cloning AI via name","",""
"9070776516847","Resemble AI: AI voice generator and custom voice cloning platform","Voice Cloning AI","Voice Cloning AI:name","description","true","Voice Cloning AI via name","",""
"9070776582383","Speechify: Text to speech AI voice reader","Speech Enhancement AI","Speech Enhancement AI:name","product URL","true","Speech Enhancement AI via name","https://speechify.com/pricing","Speechify: Text to speech AI voice reader Speechify Audio AI"
"9070776647919","Audacity AI Plugins: AI-enhanced audio editing for noise reduction and effects","Music Generation AI","Music Generation AI:name","product URL","true","Music Generation AI via name","https://www.audacityteam.org","Audacity AI Plugins: AI-enhanced audio editing for noise reduction and effects Audacity Team Audio AI"
"9070776680687","AIVA (AI for music composition and soundtracks)","AI Art Generation","AI Art Generation:name","product URL","true","AI Art Generation via name","https://www.aiva.ai","AIVA (AI for music composition and soundtracks) AIVA Creative AI"
"9070776746223","Soundraw: AI music generator for creating custom royalty-free music","Music Generation AI","Music Generation AI:name","description","true","Music Generation AI via name","https://soundraw.io/pricing","Soundraw: AI music generator for creating custom royalty-free music Soundraw Audio AI"
"9070776811759","Voicemod AI Voices: Real-time voice changer with AI voices for gaming and streaming","Voice Cloning AI","Voice Cloning AI:name","product URL","true","Voice Cloning AI via name","https://www.voicemod.net/pricing",""
"9070776877295","Krisp: AI-powered noise cancellation for crystal clear audio calls","Audio Transcription AI","Audio Transcription AI:name","product URL","true","Audio Transcription AI via name","https://krisp.ai/pricing","Krisp: AI-powered noise cancellation for crystal clear audio calls Krisp Audio AI"
"9070776910063","Adobe Audition AI: Professional audio workstation with AI-enhanced features","Speech Enhancement AI","Speech Enhancement AI:name","description","true","Speech Enhancement AI via name","https://www.adobe.com/creativecloud/plans.html","Adobe Audition AI: Professional audio workstation with AI-enhanced features Adobe Audio AI"
"9070776975599","Synthesia Audio: AI voiceovers for video creation and narration","Speech Enhancement AI","Speech Enhancement AI:name","product URL","true","Speech Enhancement AI via name","https://www.synthesia.io/pricing","Synthesia Audio: AI voiceovers for video creation and narration Synthesia Audio AI"
"9070777073903","WellSaid Labs: AI voice generator for studio-quality voiceovers","Voice Cloning AI","Voice Cloning AI:name","product URL","true","Voice Cloning AI via name","https://wellsaidlabs.com/pricing","WellSaid Labs: AI voice generator for studio-quality voiceovers WellSaid Labs Audio AI"
"9070777139439","Voxworker: AI tool for creating synthetic voices for podcasts and ads","Voice Cloning AI","Voice Cloning AI:name","description","true","Voice Cloning AI via name","https://voxworker.com","Voxworker: AI tool for creating synthetic voices for podcasts and ads Voxworker Audio AI"
"9070777204975","Sonix: Automated transcription and translation service with high accuracy","Audio Transcription AI","Audio Transcription AI:name","product URL","true","Audio Transcription AI via name","https://sonix.ai/pricing","Sonix: Automated transcription and translation service with high accuracy Sonix Audio AI"
"9070777270511","Amper Music: AI music composition tool for creating custom soundtracks","Music Generation AI","Music Generation AI:name","description","true","Music Generation AI via name","https://www.shutterstock.com/music","Amper Music: AI music composition tool for creating custom soundtracks Shutterstock Audio AI"
"9070777336047","Boomy: AI music creation platform for making and releasing songs","Music Generation AI","Music Generation AI:name","product URL","true","Music Generation AI via name","https://boomy.com/pricing",""
"9070777401583","Cleanvoice AI: Automatically remove filler sounds and mouth sounds from audio","Podcast Editing AI","Podcast Editing AI:name","product URL","true","Podcast Editing AI via name","https://cleanvoice.ai/pricing","Cleanvoice AI: Automatically remove filler sounds and mouth sounds from audio Cleanvoice Audio AI"
"9070777467119","LALAL.AI: AI source separation for extracting vocals and instruments","Music Generation AI","Music Generation AI:name","product URL","true","Music Generation AI via name","https://www.lalal.ai/pricing","LALAL.AI: AI source separation for extracting vocals and instruments LALAL.AI Audio AI"
"9070777532655","iZotope RX: Audio repair and enhancement suite with AI-powered tools","Speech Enhancement AI","Speech Enhancement AI:name","description","true","Speech Enhancement AI via name","https://www.izotope.com/en/products/rx.html","iZotope RX: Audio repair and enhancement suite with AI-powered tools iZotope Audio AI"
"9096031731951","A2 Hosting Drive Shared Hosting","Unlimited Shared Hosting | Business Shared Hosting","Unlimited Shared Hosting:name | Business Shared Hosting:name","description","true","Unlimited Shared Hosting via name; Business Shared Hosting via name","",""
"9096031797487","A2 Hosting Startup Shared Hosting","Business Shared Hosting | cPanel Shared Hosting","Business Shared Hosting:name | cPanel Shared Hosting:name","product URL","true","Business Shared Hosting via name; cPanel Shared Hosting via name","https://www.a2hosting.com/web-hosting","A2 Hosting Startup Shared Hosting A2 Hosting Shared Hosting"
"9096031863023","A2 Hosting Turbo Boost Shared Hosting","Unlimited Shared Hosting","Unlimited Shared Hosting:name","description","true","Unlimited Shared Hosting via name","",""
"9096031928559","A2 Hosting Turbo Max Shared Hosting","Unlimited Shared Hosting","Unlimited Shared Hosting:name","description","true","Unlimited Shared Hosting via name","",""
"9096031994095","AccuWeb Beginner Shared Hosting","Windows Shared Hosting","Windows Shared Hosting:name","description","true","Windows Shared Hosting via name","",""
"9096032059631","AccuWeb Enterprise Shared Hosting","Unlimited Shared Hosting | Windows Shared Hosting","Unlimited Shared Hosting:name | Windows Shared Hosting:name","description","true","Unlimited Shared Hosting via name; Windows Shared Hosting via name","",""
"9096032125167","AccuWeb Professional Shared Hosting","Windows Shared Hosting","Windows Shared Hosting:name","description","true","Windows Shared Hosting via name","",""
"9096032190703","AccuWeb Turbo Shared Hosting","Unlimited Shared Hosting | Windows Shared Hosting","Unlimited Shared Hosting:name | Windows Shared Hosting:name","description","true","Unlimited Shared Hosting via name; Windows Shared Hosting via name","",""
"9096032256239","Bluehost Starter WordPress Shared Hosting","Business Shared Hosting | cPanel Shared Hosting","Business Shared Hosting:name | cPanel Shared Hosting:name","description","true","Business Shared Hosting via name; cPanel Shared Hosting via name","https://bluehost.sjv.io/gOjbMg","Bluehost Starter WordPress Shared Hosting Bluehost Shared Hosting"
"9096032420079","Bluehost eCommerce Essentials – WordPress Hosting Optimized for Online Selling","Business Shared Hosting","Business Shared Hosting:name","description","true","Business Shared Hosting via name","https://bluehost.sjv.io/OegRVZ","Bluehost eCommerce Essentials – WordPress Hosting Optimized for Online Selling Bluehost Shared Hosting"
"9096032583919","Bluehost Pro WordPress Hosting – High-Performance Managed Hosting for Growing Businesses","Business Shared Hosting","Business Shared Hosting:name","description","true","Business Shared Hosting via name","https://bluehost.sjv.io/3JnP6r","Bluehost Pro WordPress Hosting – High-Performance Managed Hosting for Growing Businesses Bluehost Shared Hosting"
"9096032649455","ChemiCloud Enterprise Shared Hosting","Unlimited Shared Hosting","Unlimited Shared Hosting:name","description","true","Unlimited Shared Hosting via name","",""
"9096032714991","ChemiCloud Pro Shared Hosting","Unlimited Shared Hosting","Unlimited Shared Hosting:name","description","true","Unlimited Shared Hosting via name","",""
"9096032780527","ChemiCloud Starter Shared Hosting","Unlimited Shared Hosting | Business Shared Hosting","Unlimited Shared Hosting:name | Business Shared Hosting:name","description","true","Unlimited Shared Hosting via name; Business Shared Hosting via name","",""
"9096032846063","ChemiCloud Turbo Shared Hosting","Unlimited Shared Hosting","Unlimited Shared Hosting:name","description","true","Unlimited Shared Hosting via name","",""
"9096032944367","DreamHost Shared Starter Hosting","Business Shared Hosting | cPanel Shared Hosting","Business Shared Hosting:name | cPanel Shared Hosting:name","description","true","Business Shared Hosting via name; cPanel Shared Hosting via name","https://www.dreamhost.com/hosting/shared/","DreamHost Shared Starter Hosting DreamHost Shared Hosting"
"9096033009903","DreamHost Shared Unlimited Hosting","Unlimited Shared Hosting","Unlimited Shared Hosting:name","description","true","Unlimited Shared Hosting via name","",""
"9096033075439","FastComet FastCloud Shared Hosting","SSD Shared Hosting | Business Shared Hosting","SSD Shared Hosting:name | Business Shared Hosting:name","description","true","SSD Shared Hosting via name; Business Shared Hosting via name","",""
"9096033140975","FastComet FastCloud Extra Shared Hosting","cPanel Shared Hosting | SSD Shared Hosting","cPanel Shared Hosting:name | SSD Shared Hosting:name","product URL","true","cPanel Shared Hosting via name; SSD Shared Hosting via name","https://www.fastcomet.com/pricing",""
"9096033206511","FastComet FastCloud Plus Shared Hosting","cPanel Shared Hosting | SSD Shared Hosting","cPanel Shared Hosting:name | SSD Shared Hosting:name","product URL","true","cPanel Shared Hosting via name; SSD Shared Hosting via name","https://www.fastcomet.com/pricing",""
"9096033272047","Flywheel Agency Shared Hosting","Business Shared Hosting | cPanel Shared Hosting","Business Shared Hosting:name | cPanel Shared Hosting:name","product URL","true","Business Shared Hosting via name; cPanel Shared Hosting via name","https://getflywheel.com/pricing/","Flywheel Agency Shared Hosting Flywheel Shared Hosting"
"9096033337583","Flywheel Freelance Shared Hosting","Business Shared Hosting | cPanel Shared Hosting","Business Shared Hosting:name | cPanel Shared Hosting:name","product URL","true","Business Shared Hosting via name; cPanel Shared Hosting via name","https://getflywheel.com/pricing/","Flywheel Freelance Shared Hosting Flywheel Shared Hosting"
"9096033403119","Flywheel Starter Shared Hosting","Business Shared Hosting | cPanel Shared Hosting","Business Shared Hosting:name | cPanel Shared Hosting:name","product URL","true","Business Shared Hosting via name; cPanel Shared Hosting via name","https://getflywheel.com/pricing/","Flywheel Starter Shared Hosting Flywheel Shared Hosting"
"9096033468655","GoDaddy Web Hosting Deluxe","Business Shared Hosting","Business Shared Hosting:name","description","true","Business Shared Hosting via name","https://www.godaddy.com/hosting/web-hosting","GoDaddy Web Hosting Deluxe GoDaddy Shared Hosting"
"9096033632495","GoDaddy Web Hosting Ultimate","Unlimited Shared Hosting","Unlimited Shared Hosting:name","description","true","Unlimited Shared Hosting via name","https://www.godaddy.com/hosting/web-hosting","GoDaddy Web Hosting Ultimate GoDaddy Shared Hosting"
"9096033698031","GreenGeeks Lite Shared Hosting","Unlimited Shared Hosting | Business Shared Hosting","Unlimited Shared Hosting:name | Business Shared Hosting:name","description","true","Unlimited Shared Hosting via name; Business Shared Hosting via name","",""
"9096033763567","GreenGeeks Premium Shared Hosting","Business Shared Hosting | cPanel Shared Hosting","Business Shared Hosting:name | cPanel Shared Hosting:name","product URL","true","Business Shared Hosting via name; cPanel Shared Hosting via name","https://www.greengeeks.com/web-hosting","GreenGeeks Premium Shared Hosting GreenGeeks Shared Hosting"
"9096033829103","GreenGeeks Pro Shared Hosting","Unlimited Shared Hosting","Unlimited Shared Hosting:name","description","true","Unlimited Shared Hosting via name","",""
"9096034156783","HostGator Baby Shared Hosting","Unlimited Shared Hosting | Business Shared Hosting","Unlimited Shared Hosting:name | Business Shared Hosting:name","description","true","Unlimited Shared Hosting via name; Business Shared Hosting via name","",""
"9096034222319","HostGator Business Shared Hosting","Business Shared Hosting","Business Shared Hosting:name","description","true","Business Shared Hosting via name","",""
"9096034287855","HostGator Hatchling Shared Hosting","Business Shared Hosting | cPanel Shared Hosting","Business Shared Hosting:name | cPanel Shared Hosting:name","description","true","Business Shared Hosting via name; cPanel Shared Hosting via name","https://www.hostgator.com/web-hosting","HostGator Hatchling Shared Hosting HostGator Shared Hosting"
"9096034386159","Hostinger Business Shared Hosting","Business Shared Hosting","Business Shared Hosting:name","description","true","Business Shared Hosting via name","",""
"9096034484463","Hostinger Premium Shared Hosting","Unlimited Shared Hosting","Unlimited Shared Hosting:name","description","true","Unlimited Shared Hosting via name","",""
"9096034549999","Hostinger Single Shared Hosting","SSD Shared Hosting | Business Shared Hosting","SSD Shared Hosting:name | Business Shared Hosting:name","description","true","SSD Shared Hosting via name; Business Shared Hosting via name","",""
"9096034582767","HostPapa Business Shared Hosting","Business Shared Hosting","Business Shared Hosting:name","description","true","Business Shared Hosting via name","",""
"9096034648303","HostPapa Business Pro Shared Hosting","Business Shared Hosting","Business Shared Hosting:name","description","true","Business Shared Hosting via name","",""
"9096034713839","HostPapa Plus Shared Hosting","cPanel Shared Hosting | Business Shared Hosting","cPanel Shared Hosting:name | Business Shared Hosting:name","product URL","true","cPanel Shared Hosting via name; Business Shared Hosting via name","https://www.hostpapa.com/web-hosting-plan/",""
"9096034779375","HostPapa Starter Shared Hosting","Unlimited Shared Hosting | Business Shared Hosting","Unlimited Shared Hosting:name | Business Shared Hosting:name","description","true","Unlimited Shared Hosting via name; Business Shared Hosting via name","",""
"9096034844911","HostWinds Advanced Shared Hosting","Unlimited Shared Hosting","Unlimited Shared Hosting:name","description","true","Unlimited Shared Hosting via name","",""
"9096034910447","HostWinds Basic Shared Hosting","Unlimited Shared Hosting","Unlimited Shared Hosting:name","description","true","Unlimited Shared Hosting via name","",""
"9096034975983","HostWinds Ultimate Shared Hosting","Unlimited Shared Hosting","Unlimited Shared Hosting:name","description","true","Unlimited Shared Hosting via name","",""
"9096035041519","InMotion Core Shared Hosting","SSD Shared Hosting | Business Shared Hosting","SSD Shared Hosting:name | Business Shared Hosting:name","description","true","SSD Shared Hosting via name; Business Shared Hosting via name","",""
"9096035107055","InMotion Launch Shared Hosting","Business Shared Hosting | cPanel Shared Hosting","Business Shared Hosting:name | cPanel Shared Hosting:name","description","true","Business Shared Hosting via name; cPanel Shared Hosting via name","https://www.inmotionhosting.com/shared-hosting","InMotion Launch Shared Hosting InMotion Hosting Shared Hosting"
"9096035172591","InterServer Cloud Shared Hosting","Unlimited Shared Hosting","Unlimited Shared Hosting:name","description","true","Unlimited Shared Hosting via name","",""
"9096035238127","InterServer Standard Shared Hosting","Unlimited Shared Hosting","Unlimited Shared Hosting:name","description","true","Unlimited Shared Hosting via name","",""
"9096035303663","IONOS Business Shared Hosting","Business Shared Hosting","Business Shared Hosting:name","description","true","Business Shared Hosting via name","",""
"9096035369199","IONOS Essential Shared Hosting","Business Shared Hosting | cPanel Shared Hosting","Business Shared Hosting:name | cPanel Shared Hosting:name","product URL","true","Business Shared Hosting via name; cPanel Shared Hosting via name","https://www.ionos.com/hosting/web-hosting","IONOS Essential Shared Hosting IONOS Shared Hosting"
"9096035434735","IONOS Unlimited Shared Hosting","Unlimited Shared Hosting","Unlimited Shared Hosting:name","description","true","Unlimited Shared Hosting via name","",""
"9096035500271","Kinsta Business 1 Shared Hosting","Business Shared Hosting","Business Shared Hosting:name","description","true","Business Shared Hosting via name","",""
"9096035565807","Kinsta Business 2 Shared Hosting","Business Shared Hosting","Business Shared Hosting:name","description","true","Business Shared Hosting via name","",""
"9096035631343","Kinsta Pro Shared Hosting","Business Shared Hosting | cPanel Shared Hosting","Business Shared Hosting:name | cPanel Shared Hosting:name","product URL","true","Business Shared Hosting via name; cPanel Shared Hosting via name","https://kinsta.com/pricing/","Kinsta Pro Shared Hosting Kinsta Shared Hosting"
"9096035696879","KnownHost Basic Shared Hosting","Unlimited Shared Hosting | Business Shared Hosting","Unlimited Shared Hosting:name | Business Shared Hosting:name","description","true","Unlimited Shared Hosting via name; Business Shared Hosting via name","",""
"9096035762415","KnownHost Entry Shared Hosting","cPanel Shared Hosting | Business Shared Hosting","cPanel Shared Hosting:name | Business Shared Hosting:name","product URL","true","cPanel Shared Hosting via name; Business Shared Hosting via name","https://www.knownhost.com/shared-hosting/",""
"9096035827951","KnownHost Professional Shared Hosting","Unlimited Shared Hosting","Unlimited Shared Hosting:name","description","true","Unlimited Shared Hosting via name","",""
"9096035893487","KnownHost Standard Shared Hosting","cPanel Shared Hosting | Business Shared Hosting","cPanel Shared Hosting:name | Business Shared Hosting:name","product URL","true","cPanel Shared Hosting via name; Business Shared Hosting via name","https://www.knownhost.com/shared-hosting/",""
"9096035959023","MochaHost Business Shared Hosting","Business Shared Hosting","Business Shared Hosting:name","description","true","Business Shared Hosting via name","",""
"9096036024559","MochaHost Java Shared Hosting","Unlimited Shared Hosting","Unlimited Shared Hosting:name","description","true","Unlimited Shared Hosting via name","",""
"9096036122863","MochaHost Mochaccino Shared Hosting","Unlimited Shared Hosting","Unlimited Shared Hosting:name","description","true","Unlimited Shared Hosting via name","",""
"9096036188399","MochaHost Soho Shared Hosting","Business Shared Hosting | cPanel Shared Hosting","Business Shared Hosting:name | cPanel Shared Hosting:name","product URL","true","Business Shared Hosting via name; cPanel Shared Hosting via name","https://mochahost.com/web-hosting","MochaHost Soho Shared Hosting MochaHost Shared Hosting"
"9096036253935","Namecheap Stellar Shared Hosting","Business Shared Hosting | cPanel Shared Hosting","Business Shared Hosting:name | cPanel Shared Hosting:name","description","true","Business Shared Hosting via name; cPanel Shared Hosting via name","https://www.namecheap.com/hosting/shared/","Namecheap Stellar Shared Hosting Namecheap Shared Hosting"
"9096036319471","Namecheap Stellar Business Shared Hosting","Business Shared Hosting","Business Shared Hosting:name","description","true","Business Shared Hosting via name","",""
"9096036385007","Namecheap Stellar Plus Shared Hosting","Unlimited Shared Hosting","Unlimited Shared Hosting:name","description","true","Unlimited Shared Hosting via name","",""
"9096036450543","ScalaHosting Advanced Shared Hosting","Business Shared Hosting | cPanel Shared Hosting","Business Shared Hosting:name | cPanel Shared Hosting:name","product URL","true","Business Shared Hosting via name; cPanel Shared Hosting via name","https://www.scalahosting.com/web-hosting.html",""
"9096036516079","ScalaHosting Entry Shared Hosting","Business Shared Hosting | cPanel Shared Hosting","Business Shared Hosting:name | cPanel Shared Hosting:name","description","true","Business Shared Hosting via name; cPanel Shared Hosting via name","https://www.scalahosting.com/shared-hosting/","ScalaHosting Entry Shared Hosting ScalaHosting Shared Hosting"
"9096036581615","ScalaHosting Mini Shared Hosting","Business Shared Hosting | cPanel Shared Hosting","Business Shared Hosting:name | cPanel Shared Hosting:name","description","true","Business Shared Hosting via name; cPanel Shared Hosting via name","https://www.scalahosting.com/shared-hosting/","ScalaHosting Mini Shared Hosting ScalaHosting Shared Hosting"
"9096036647151","ScalaHosting Start Shared Hosting","Business Shared Hosting | cPanel Shared Hosting","Business Shared Hosting:name | cPanel Shared Hosting:name","description","true","Business Shared Hosting via name; cPanel Shared Hosting via name","https://www.scalahosting.com/shared-hosting/","ScalaHosting Start Shared Hosting ScalaHosting Shared Hosting"
"9096036712687","SiteGround GoGeek Shared Hosting","Business Shared Hosting | cPanel Shared Hosting","Business Shared Hosting:name | cPanel Shared Hosting:name","description","true","Business Shared Hosting via name; cPanel Shared Hosting via name","https://www.siteground.com/web-hosting","SiteGround GoGeek Shared Hosting SiteGround Shared Hosting"
"9096036876527","TMDHosting Business Shared Hosting","Business Shared Hosting","Business Shared Hosting:name","description","true","Business Shared Hosting via name","",""
"9096036942063","TMDHosting Enterprise Shared Hosting","Unlimited Shared Hosting","Unlimited Shared Hosting:name","description","true","Unlimited Shared Hosting via name","",""
"9096037007599","TMDHosting Starter Shared Hosting","Linux Shared Hosting","Linux Shared Hosting:name","description","true","Linux Shared Hosting via name","",""
"9096037073135","UltaHost Shared Business Hosting","Business Shared Hosting","Business Shared Hosting:name","description","true","Business Shared Hosting via name","",""
"9096037138671","UltaHost Shared Enterprise Hosting","Unlimited Shared Hosting","Unlimited Shared Hosting:name","description","true","Unlimited Shared Hosting via name","",""
"9096037204207","UltaHost Shared Premium Hosting","Unlimited Shared Hosting","Unlimited Shared Hosting:name","description","true","Unlimited Shared Hosting via name","",""
"9096037269743","UltaHost Shared Starter Hosting","SSD Shared Hosting | Unlimited Shared Hosting","SSD Shared Hosting:name | Unlimited Shared Hosting:name","description","true","SSD Shared Hosting via name; Unlimited Shared Hosting via name","",""
"9096037335279","Verpex Bronze Shared Hosting","Unlimited Shared Hosting","Unlimited Shared Hosting:name","description","true","Unlimited Shared Hosting via name","",""
"9096037400815","Verpex Enterprise Shared Hosting","Unlimited Shared Hosting","Unlimited Shared Hosting:name","description","true","Unlimited Shared Hosting via name","",""
"9096037466351","Verpex Gold Shared Hosting","Unlimited Shared Hosting","Unlimited Shared Hosting:name","description","true","Unlimited Shared Hosting via name","",""
"9096037499119","Verpex Platinum Shared Hosting","Unlimited Shared Hosting","Unlimited Shared Hosting:name","description","true","Unlimited Shared Hosting via name","",""
