"product_id","graphql_id","title","vendor","old_url","new_url","changed","source_method","official_domain","url_status_before","assessment_before","landing_type_before","chosen_landing_type","chosen_http_status","applied","apply_error","selection_reason"
"9069939359983","gid://shopify/Product/9069939359983","ChatGPT by OpenAI (A versatile chatbot for conversations, task automation, and content generation)","OpenAI","https://chatgpt.com/pricing","https://chatgpt.com/","true","fallback_homepage","chatgpt.com","unreachable","unclear","unreachable","unreachable","403","true","","Fell back to the official domain homepage because no better confirmed product page was available"
"9069939687663","gid://shopify/Product/9069939687663","Gemini by Google (Multimodal AI for text, image processing, and task assistance)","Google","https://gemini.google.com/","https://gemini.google.com/","false","fallback_homepage","gemini.google.com","unreachable","likely_official_website","unreachable","unreachable","502","false","","Trusted the current official domain and fell back directly to its homepage"
"9069939851503","gid://shopify/Product/9069939851503","Perplexity by Perplexity (AI-powered search and answer engine for research and queries)","Perplexity","https://www.perplexity.ai/","https://perplexity.ai/","true","fallback_homepage","perplexity.ai","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9069940277487","gid://shopify/Product/9069940277487","Grok Vision by xAI (Vision-enabled assistant for analyzing images and text)","xAI","https://x.ai/grok","https://x.ai/","true","fallback_homepage","x.ai","unreachable","unclear","unreachable","unreachable","403","true","","Fell back to the official domain homepage because no better confirmed product page was available"
"9069940834543","gid://shopify/Product/9069940834543","Ada by Ada (Customer service assistant for automated query resolution)","Ada.cx","https://www.ada.cx/","https://ada.cx/","true","fallback_homepage","ada.cx","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9070776746223","gid://shopify/Product/9070776746223","Soundraw: AI music generator for creating custom royalty-free music","Soundraw","https://soundraw.io/pricing","https://soundraw.io/","true","fallback_homepage","soundraw.io","unreachable","likely_official_website","unreachable","home_page","200","true","","Trusted the current official domain and fell back directly to its homepage"
"9070776910063","gid://shopify/Product/9070776910063","Adobe Audition AI: Professional audio workstation with AI-enhanced features","Adobe","https://www.adobe.com/creativecloud/plans.html","https://adobe.com/","true","fallback_homepage","adobe.com","unreachable","unclear","unreachable","unreachable","","true","","Fell back to the official domain homepage because no better confirmed product page was available"
"9070777270511","gid://shopify/Product/9070777270511","Amper Music: AI music composition tool for creating custom soundtracks","Shutterstock","https://www.shutterstock.com/music","https://shutterstock.com/","true","fallback_homepage","shutterstock.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9070777532655","gid://shopify/Product/9070777532655","iZotope RX: Audio repair and enhancement suite with AI-powered tools","iZotope","https://www.izotope.com/en/products/rx.html","https://izotope.com/","true","fallback_homepage","izotope.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096031994095","gid://shopify/Product/9096031994095","AccuWeb Beginner Shared Hosting","AccuWeb Hosting","https://www.accuwebhosting.com/web-hosting","https://accuwebhosting.com/","true","fallback_homepage","accuwebhosting.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096032059631","gid://shopify/Product/9096032059631","AccuWeb Enterprise Shared Hosting","AccuWeb Hosting","https://www.accuwebhosting.com/web-hosting","https://accuwebhosting.com/","true","fallback_homepage","accuwebhosting.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096032125167","gid://shopify/Product/9096032125167","AccuWeb Professional Shared Hosting","AccuWeb Hosting","https://www.accuwebhosting.com/web-hosting","https://accuwebhosting.com/","true","fallback_homepage","accuwebhosting.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096032190703","gid://shopify/Product/9096032190703","AccuWeb Turbo Shared Hosting","AccuWeb Hosting","https://www.accuwebhosting.com/web-hosting","https://accuwebhosting.com/","true","fallback_homepage","accuwebhosting.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096032256239","gid://shopify/Product/9096032256239","Bluehost Starter WordPress Shared Hosting","Bluehost","https://www.bluehost.com/wordpress-hosting?clickid=492db05eN33ee11f18148c1c1b8f191b0&irgwc=1&afsrc=1&pb=&irpid=6489317&utm_affiliate=&utm_affiliate_sys=IR&siteid=46095038&iradid=795082&channelid=P61C46097236S645N0B2A1D0E0000V100","https://bluehost.com/","true","fallback_homepage","bluehost.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096032420079","gid://shopify/Product/9096032420079","Bluehost eCommerce Essentials – WordPress Hosting Optimized for Online Selling","Bluehost","https://www.bluehost.com/wordpress-hosting?clickid=49379b6fN33ee11f18148c1c1b8f191b0&irgwc=1&afsrc=1&pb=&irpid=6489317&utm_affiliate=&utm_affiliate_sys=IR&siteid=46095038&iradid=795082&channelid=P61C46097236S645N0B2A1D0E0000V100","https://bluehost.com/","true","fallback_homepage","bluehost.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096032583919","gid://shopify/Product/9096032583919","Bluehost Pro WordPress Hosting – High-Performance Managed Hosting for Growing Businesses","Bluehost","https://www.bluehost.com/wordpress-hosting?clickid=49404e01N33ee11f18148c1c1b8f191b0&irgwc=1&afsrc=1&pb=&irpid=6489317&utm_affiliate=&utm_affiliate_sys=IR&siteid=46095038&iradid=795082&channelid=P61C46097236S645N0B2A1D0E0000V100","https://bluehost.com/","true","fallback_homepage","bluehost.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096033468655","gid://shopify/Product/9096033468655","GoDaddy Web Hosting Deluxe","GoDaddy","https://www.godaddy.com/en-in/hosting/web-hosting","https://godaddy.com/","true","fallback_homepage","godaddy.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096033632495","gid://shopify/Product/9096033632495","GoDaddy Web Hosting Ultimate","GoDaddy","https://www.godaddy.com/en-in/hosting/web-hosting","https://godaddy.com/","true","fallback_homepage","godaddy.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096034156783","gid://shopify/Product/9096034156783","HostGator Baby Shared Hosting","HostGator","https://www.hostgator.com/web-hosting","https://hostgator.com/","true","fallback_homepage","hostgator.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096034222319","gid://shopify/Product/9096034222319","HostGator Business Shared Hosting","HostGator","https://www.hostgator.com/web-hosting","https://hostgator.com/","true","fallback_homepage","hostgator.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096034287855","gid://shopify/Product/9096034287855","HostGator Hatchling Shared Hosting","HostGator","https://www.hostgator.com/web-hosting","https://hostgator.com/","true","fallback_homepage","hostgator.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096035172591","gid://shopify/Product/9096035172591","InterServer Cloud Shared Hosting","InterServer","https://www.interserver.net/webhosting","https://interserver.net/","true","fallback_homepage","interserver.net","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096035238127","gid://shopify/Product/9096035238127","InterServer Standard Shared Hosting","InterServer","https://www.interserver.net/webhosting","https://interserver.net/","true","fallback_homepage","interserver.net","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096036253935","gid://shopify/Product/9096036253935","Namecheap Stellar Shared Hosting","Namecheap","https://www.namecheap.com/hosting/shared","https://namecheap.com/","true","fallback_homepage","namecheap.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096036319471","gid://shopify/Product/9096036319471","Namecheap Stellar Business Shared Hosting","Namecheap","https://www.namecheap.com/hosting/shared","https://namecheap.com/","true","fallback_homepage","namecheap.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096036385007","gid://shopify/Product/9096036385007","Namecheap Stellar Plus Shared Hosting","Namecheap","https://www.namecheap.com/hosting/shared","https://namecheap.com/","true","fallback_homepage","namecheap.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096036516079","gid://shopify/Product/9096036516079","ScalaHosting Entry Shared Hosting","ScalaHosting","https://www.scalahosting.com/shared-hosting","https://scalahosting.com/","true","fallback_homepage","scalahosting.com","unreachable","likely_official_website","unreachable","home_page","200","true","","Trusted the current official domain and fell back directly to its homepage"
"9096036581615","gid://shopify/Product/9096036581615","ScalaHosting Mini Shared Hosting","ScalaHosting","https://www.scalahosting.com/shared-hosting","https://scalahosting.com/","true","fallback_homepage","scalahosting.com","unreachable","likely_official_website","unreachable","home_page","200","true","","Trusted the current official domain and fell back directly to its homepage"
"9096036647151","gid://shopify/Product/9096036647151","ScalaHosting Start Shared Hosting","ScalaHosting","https://www.scalahosting.com/shared-hosting","https://scalahosting.com/","true","fallback_homepage","scalahosting.com","unreachable","likely_official_website","unreachable","home_page","200","true","","Trusted the current official domain and fell back directly to its homepage"
"9096036712687","gid://shopify/Product/9096036712687","SiteGround GoGeek Shared Hosting","SiteGround","https://www.siteground.com/web-hosting","https://siteground.com/","true","fallback_homepage","siteground.com","unreachable","likely_official_website","unreachable","home_page","200","true","","Trusted the current official domain and fell back directly to its homepage"
"9096052310255","gid://shopify/Product/9096052310255","AccuWeb Dedicated Shared Hosting","AccuWeb Hosting","https://www.accuwebhosting.com/web-hosting","https://accuwebhosting.com/","true","fallback_homepage","accuwebhosting.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096052605167","gid://shopify/Product/9096052605167","GoDaddy Dedicated Shared Hosting","GoDaddy","https://www.godaddy.com/en-in/hosting/web-hosting","https://godaddy.com/","true","fallback_homepage","godaddy.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096052867311","gid://shopify/Product/9096052867311","HostGator Dedicated Shared Hosting","HostGator","https://www.hostgator.com/web-hosting","https://hostgator.com/","true","fallback_homepage","hostgator.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096052932847","gid://shopify/Product/9096052932847","HostGator Dedicated Pro Shared Hosting","HostGator","https://www.hostgator.com/web-hosting","https://hostgator.com/","true","fallback_homepage","hostgator.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096053031151","gid://shopify/Product/9096053031151","HostPapa Dedicated Shared Hosting","HostPapa","https://www.hostpapa.com/web-hosting","https://hostpapa.com/","true","fallback_homepage","hostpapa.com","unreachable","likely_official_website","unreachable","home_page","200","true","","Trusted the current official domain and fell back directly to its homepage"
"9096053162223","gid://shopify/Product/9096053162223","InterServer Dedicated Shared Hosting","InterServer","https://www.interserver.net/webhosting","https://interserver.net/","true","fallback_homepage","interserver.net","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096053489903","gid://shopify/Product/9096053489903","ScalaHosting Dedicated Shared Hosting","ScalaHosting","https://www.scalahosting.com/shared-hosting","https://scalahosting.com/","true","fallback_homepage","scalahosting.com","unreachable","likely_official_website","unreachable","home_page","200","true","","Trusted the current official domain and fell back directly to its homepage"
"9096079442159","gid://shopify/Product/9096079442159","AccuWeb VPS Shared Hosting","AccuWeb Hosting","https://www.accuwebhosting.com/web-hosting","https://accuwebhosting.com/","true","fallback_homepage","accuwebhosting.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096080130287","gid://shopify/Product/9096080130287","GoDaddy VPS Shared Hosting","GoDaddy","https://www.godaddy.com/en-in/hosting/web-hosting","https://godaddy.com/","true","fallback_homepage","godaddy.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096080490735","gid://shopify/Product/9096080490735","HostGator VPS Shared Hosting","HostGator","https://www.hostgator.com/web-hosting","https://hostgator.com/","true","fallback_homepage","hostgator.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096080556271","gid://shopify/Product/9096080556271","HostPapa VPS Shared Hosting","HostPapa","https://www.hostpapa.com/web-hosting","https://hostpapa.com/","true","fallback_homepage","hostpapa.com","unreachable","likely_official_website","unreachable","home_page","200","true","","Trusted the current official domain and fell back directly to its homepage"
"9096080851183","gid://shopify/Product/9096080851183","InterServer VPS Shared Hosting","InterServer","https://www.interserver.net/webhosting","https://interserver.net/","true","fallback_homepage","interserver.net","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096081375471","gid://shopify/Product/9096081375471","ScalaHosting VPS Shared Hosting","ScalaHosting","https://www.scalahosting.com/shared-hosting","https://scalahosting.com/","true","fallback_homepage","scalahosting.com","unreachable","likely_official_website","unreachable","home_page","200","true","","Trusted the current official domain and fell back directly to its homepage"
"9096164868335","gid://shopify/Product/9096164868335","AccuWeb Cloud Shared Hosting","AccuWeb Hosting","https://www.accuwebhosting.com/web-hosting","https://accuwebhosting.com/","true","fallback_homepage","accuwebhosting.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096166047983","gid://shopify/Product/9096166047983","HostPapa Cloud Shared Hosting","HostPapa","https://www.hostpapa.com/web-hosting","https://hostpapa.com/","true","fallback_homepage","hostpapa.com","unreachable","likely_official_website","unreachable","home_page","200","true","","Trusted the current official domain and fell back directly to its homepage"
"9096166867183","gid://shopify/Product/9096166867183","ScalaHosting Cloud Shared Hosting","ScalaHosting","https://www.scalahosting.com/shared-hosting","https://scalahosting.com/","true","fallback_homepage","scalahosting.com","unreachable","likely_official_website","unreachable","home_page","200","true","","Trusted the current official domain and fell back directly to its homepage"
"9096167031023","gid://shopify/Product/9096167031023","SiteGround Cloud Shared Hosting","SiteGround","https://www.siteground.com/web-hosting","https://siteground.com/","true","fallback_homepage","siteground.com","unreachable","likely_official_website","unreachable","home_page","200","true","","Trusted the current official domain and fell back directly to its homepage"
"9096170242287","gid://shopify/Product/9096170242287","AccuWeb WP Shared Hosting","AccuWeb Hosting","https://www.accuwebhosting.com/web-hosting","https://accuwebhosting.com/","true","fallback_homepage","accuwebhosting.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096170832111","gid://shopify/Product/9096170832111","GoDaddy Managed WP Shared Hosting","GoDaddy","https://www.godaddy.com/en-in/hosting/web-hosting","https://godaddy.com/","true","fallback_homepage","godaddy.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096170963183","gid://shopify/Product/9096170963183","GoDaddy Hosting for WordPress Basic","GoDaddy","https://www.godaddy.com/en-in/hosting/web-hosting","https://godaddy.com/","true","fallback_homepage","godaddy.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096171389167","gid://shopify/Product/9096171389167","HostGator WordPress Shared Hosting","HostGator","https://www.hostgator.com/web-hosting","https://hostgator.com/","true","fallback_homepage","hostgator.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096171520239","gid://shopify/Product/9096171520239","HostPapa WP Shared Hosting","HostPapa","https://www.hostpapa.com/web-hosting","https://hostpapa.com/","true","fallback_homepage","hostpapa.com","unreachable","likely_official_website","unreachable","home_page","200","true","","Trusted the current official domain and fell back directly to its homepage"
"9096171946223","gid://shopify/Product/9096171946223","InterServer WP Shared Hosting","InterServer","https://www.interserver.net/webhosting","https://interserver.net/","true","fallback_homepage","interserver.net","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096172667119","gid://shopify/Product/9096172667119","Namecheap EasyWP Shared Hosting","Namecheap","https://www.namecheap.com/hosting/shared","https://namecheap.com/","true","fallback_homepage","namecheap.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096172798191","gid://shopify/Product/9096172798191","ScalaHosting WP Shared Hosting","ScalaHosting","https://www.scalahosting.com/shared-hosting","https://scalahosting.com/","true","fallback_homepage","scalahosting.com","unreachable","likely_official_website","unreachable","home_page","200","true","","Trusted the current official domain and fell back directly to its homepage"
"9096172962031","gid://shopify/Product/9096172962031","SiteGround StartUp Shared Hosting","SiteGround","https://www.siteground.com/web-hosting","https://siteground.com/","true","fallback_homepage","siteground.com","unreachable","likely_official_website","unreachable","home_page","200","true","","Trusted the current official domain and fell back directly to its homepage"
"9096861679855","gid://shopify/Product/9096861679855","Bluehost Business WordPress Hosting – Powerful, Secure & Scalable for Growing Sites","Bluehost","https://www.bluehost.com/wordpress-hosting?clickid=6d97e532N33ee11f18148c1c1b8f191b0&irgwc=1&afsrc=1&pb=&irpid=6489317&utm_affiliate=&utm_affiliate_sys=IR&siteid=46095038&iradid=795082&channelid=P61C46097236S645N0B2A1D0E0000V100","https://bluehost.com/","true","fallback_homepage","bluehost.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096861712623","gid://shopify/Product/9096861712623","Bluehost Premium WordPress Hosting – High-Performance Managed Hosting for Demanding Sites","Bluehost","https://www.bluehost.com/wordpress-hosting?clickid=6debaa86N33ee11f18148c1c1b8f191b0&irgwc=1&afsrc=1&pb=&irpid=6489317&utm_affiliate=&utm_affiliate_sys=IR&siteid=46095038&iradid=795082&channelid=P61C46097236S645N0B2A1D0E0000V100","https://bluehost.com/","true","fallback_homepage","bluehost.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096861745391","gid://shopify/Product/9096861745391","Cloudways Basic Managed Hosting","Cloudways","https://www.cloudways.com/en","https://cloudways.com/","true","fallback_homepage","cloudways.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096861843695","gid://shopify/Product/9096861843695","Cloudways Business Managed Hosting","Cloudways","https://www.cloudways.com/en","https://cloudways.com/","true","fallback_homepage","cloudways.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096861909231","gid://shopify/Product/9096861909231","Cloudways Pro Managed Hosting","Cloudways","https://www.cloudways.com/en","https://cloudways.com/","true","fallback_homepage","cloudways.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096861974767","gid://shopify/Product/9096861974767","HostGator Business Managed Hosting","HostGator","https://www.hostgator.com/","https://hostgator.com/","true","fallback_homepage","hostgator.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096862073071","gid://shopify/Product/9096862073071","HostGator Enterprise Managed Hosting","HostGator","https://www.hostgator.com/","https://hostgator.com/","true","fallback_homepage","hostgator.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096862138607","gid://shopify/Product/9096862138607","HostGator Pro Managed Hosting","HostGator","https://www.hostgator.com/","https://hostgator.com/","true","fallback_homepage","hostgator.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096862630127","gid://shopify/Product/9096862630127","Liquid Web Business Managed Hosting","Liquid Web","https://www.liquidweb.com/","https://liquidweb.com/","true","fallback_homepage","liquidweb.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096862728431","gid://shopify/Product/9096862728431","Liquid Web Enterprise Managed Hosting","Liquid Web","https://www.liquidweb.com/","https://liquidweb.com/","true","fallback_homepage","liquidweb.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9096862826735","gid://shopify/Product/9096862826735","Liquid Web Pro Managed Hosting","Liquid Web","https://www.liquidweb.com/","https://liquidweb.com/","true","fallback_homepage","liquidweb.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9102044561647","gid://shopify/Product/9102044561647","Volusion Plans","Volusion","https://www.volusion.com/","https://volusion.com/","true","fallback_homepage","volusion.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9102081851631","gid://shopify/Product/9102081851631","Managed Magento Hosting","Magento","https://business.adobe.com/products/commerce.html","https://managedmagentohosting.com/","true","fallback_homepage","managedmagentohosting.com","unreachable","unclear","unreachable","unreachable","","true","","Fell back to the official domain homepage because no better confirmed product page was available"
"9102081949935","gid://shopify/Product/9102081949935","Liquid Web eCommerce Managed Hosting","Liquid Web","https://www.liquidweb.com/","https://liquidweb.com/","true","fallback_homepage","liquidweb.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9102082179311","gid://shopify/Product/9102082179311","Cloudways (WooCommerce Magento on cloud servers)","Cloudways","https://www.cloudways.com/en","https://cloudways.com/","true","fallback_homepage","cloudways.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9102082375919","gid://shopify/Product/9102082375919","Bluehost Managed WooCommerce Premium","Bluehost","https://www.bluehost.com/woocommerce-hosting?clickid=7e82f268N33ee11f18148c1c1b8f191b0&irgwc=1&afsrc=1&pb=&irpid=6489317&utm_affiliate=&utm_affiliate_sys=IR&siteid=46095038&iradid=795082&channelid=P61C46097236S645N0B2A1D0E0000V100","https://bluehost.com/","true","fallback_homepage","bluehost.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9102082408687","gid://shopify/Product/9102082408687","HostGator Cloud for eCommerce WooCommerce","HostGator","https://www.hostgator.com/","https://hostgator.com/","true","fallback_homepage","hostgator.com","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9102082474223","gid://shopify/Product/9102082474223","Liquid Web Nexcess Magento Plans","Nexcess","https://sites-portal.liquidweb.com/","https://sites-portal.liquidweb.com/","false","fallback_homepage","sites-portal.liquidweb.com","unreachable","likely_official_website","unreachable","unreachable","403","false","","Trusted the current official domain and fell back directly to its homepage"
"9102082769135","gid://shopify/Product/9102082769135","Media Temple VPS Managed for eCommerce","Media Temple","https://www.godaddy.com/en-in/offers/godaddy","https://mediatemplevpsmanagedforecommerce.com/","true","fallback_homepage","mediatemplevpsmanagedforecommerce.com","unreachable","unclear","unreachable","unreachable","","true","","Fell back to the official domain homepage because no better confirmed product page was available"
"9102082867439","gid://shopify/Product/9102082867439","InterServer Ecommerce VPS hosting","InterServer","https://www.interserver.net/","https://interserver.net/","true","fallback_homepage","interserver.net","unreachable","likely_official_website","unreachable","unreachable","403","true","","Trusted the current official domain and fell back directly to its homepage"
"9104547086575","gid://shopify/Product/9104547086575","Farm-ng (AI for autonomous farming equipment)","Farm-ng","https://bonsairobotics.ai/","https://farmng.ai/","true","fallback_homepage","farmng.ai","working","unclear","home_page","unreachable","","true","","Fell back to the official domain homepage because no better confirmed product page was available"
"9104547217647","gid://shopify/Product/9104547217647","Prospera (AI for agricultural data analytics)","Prospera","https://prospera.ag/","https://prospera.ag/","false","fallback_homepage","prospera.ag","unreachable","unclear","unreachable","unreachable","","false","","Fell back to the official domain homepage because no better confirmed product page was available"
"9104547250415","gid://shopify/Product/9104547250415","AgroScout (AI for pest and disease detection)","AgroScout","https://agro-scout.com/","https://agro-scout.com/","false","fallback_homepage","agro-scout.com","unreachable","unclear","unreachable","unreachable","403","false","","Fell back to the official domain homepage because no better confirmed product page was available"
"9104580182255","gid://shopify/Product/9104580182255","Zappar (AI for AR experiences and campaigns)","Zappar","https://zap.works/","https://www.zappar.com/","true","web_search_homepage","zappar.com","working","unclear","home_page","home_page","200","true","","Used the official website homepage because a confident product page was not available"
"9104580346095","gid://shopify/Product/9104580346095","Spark AR (AI for AR effects on Meta platforms)","Meta","https://sparkar.meta.com/","https://sparkar.meta.com/","false","fallback_homepage","sparkar.meta.com","unreachable","unclear","unreachable","unreachable","","false","","Fell back to the official domain homepage because no better confirmed product page was available"
