"productId","graphqlId","title","handle","vendor","status","onlineStoreUrl","metafieldType","metafieldUrl","normalizedMetafieldUrl","urlStatus","httpStatus","finalUrl","finalDomain","redirectCount","officialWebsiteAssessment","landingType","pageTitle","heading","failureReason","notes"
"9069939851503","gid://shopify/Product/9069939851503","Perplexity by Perplexity (AI-powered search and answer engine for research and queries)","perplexity-perplexity","Perplexity","ACTIVE","","url","https://perplexity.ai/","https://perplexity.ai/","unreachable","403","https://www.perplexity.ai/","perplexity.ai","1","likely_official_website","unreachable","Just a moment...","","http_403","redirected_1_time | title_token_matches:2 | vendor_token_matches:1 | http_403"
"9069940277487","gid://shopify/Product/9069940277487","Grok Vision by xAI (Vision-enabled assistant for analyzing images and text)","grok-vision-xai","xAI","ACTIVE","","url","https://x.ai/","https://x.ai/","unreachable","403","https://x.ai/","x.ai","0","unclear","unreachable","Attention Required! | Cloudflare","Sorry, you have been blocked","http_403","http_403"
"9069940834543","gid://shopify/Product/9069940834543","Ada by Ada (Customer service assistant for automated query resolution)","ada-ada","Ada.cx","ACTIVE","","url","https://ada.cx/","https://ada.cx/","unreachable","403","https://ada.cx/","ada.cx","0","likely_official_website","unreachable","Attention Required! | Cloudflare","Sorry, you have been blocked","http_403","title_token_matches:2 | vendor_token_matches:1 | http_403"
"9070776910063","gid://shopify/Product/9070776910063","Adobe Audition AI: Professional audio workstation with AI-enhanced features","adobe-audition-ai","Adobe","ACTIVE","","url","https://adobe.com/","https://adobe.com/","unreachable","","","","0","unclear","unreachable","","","ECONNABORTED","ECONNABORTED"
"9070777270511","gid://shopify/Product/9070777270511","Amper Music: AI music composition tool for creating custom soundtracks","amper-music","Shutterstock","ACTIVE","","url","https://shutterstock.com/","https://shutterstock.com/","unreachable","403","https://www.shutterstock.com/","shutterstock.com","1","likely_official_website","unreachable","shutterstock.com","","http_403","redirected_1_time | vendor_token_matches:1 | http_403"
"9070777532655","gid://shopify/Product/9070777532655","iZotope RX: Audio repair and enhancement suite with AI-powered tools","izotope-rx","iZotope","ACTIVE","","url","https://izotope.com/","https://izotope.com/","unreachable","403","https://izotope.com/","izotope.com","0","likely_official_website","unreachable","Access Denied","Access Denied","http_403","title_token_matches:1 | vendor_token_matches:1 | http_403"
"9096031994095","gid://shopify/Product/9096031994095","AccuWeb Beginner Shared Hosting","shared-hosting-accuweb-beginner","AccuWeb Hosting","ACTIVE","","url","https://accuwebhosting.com/","https://accuwebhosting.com/","unreachable","403","https://accuwebhosting.com/","accuwebhosting.com","0","likely_official_website","unreachable","Just a moment...","","http_403","title_token_matches:2 | vendor_token_matches:2 | http_403"
"9096032059631","gid://shopify/Product/9096032059631","AccuWeb Enterprise Shared Hosting","shared-hosting-accuweb-enterprise","AccuWeb Hosting","ACTIVE","","url","https://accuwebhosting.com/","https://accuwebhosting.com/","unreachable","403","https://accuwebhosting.com/","accuwebhosting.com","0","likely_official_website","unreachable","Just a moment...","","http_403","title_token_matches:2 | vendor_token_matches:2 | http_403"
"9096032125167","gid://shopify/Product/9096032125167","AccuWeb Professional Shared Hosting","shared-hosting-accuweb-professional","AccuWeb Hosting","ACTIVE","","url","https://accuwebhosting.com/","https://accuwebhosting.com/","unreachable","403","https://accuwebhosting.com/","accuwebhosting.com","0","likely_official_website","unreachable","Just a moment...","","http_403","title_token_matches:2 | vendor_token_matches:2 | http_403"
"9096032190703","gid://shopify/Product/9096032190703","AccuWeb Turbo Shared Hosting","shared-hosting-accuweb-turbo","AccuWeb Hosting","ACTIVE","","url","https://accuwebhosting.com/","https://accuwebhosting.com/","unreachable","403","https://accuwebhosting.com/","accuwebhosting.com","0","likely_official_website","unreachable","Just a moment...","","http_403","title_token_matches:2 | vendor_token_matches:2 | http_403"
"9096032256239","gid://shopify/Product/9096032256239","Bluehost Starter WordPress Shared Hosting","bluehost-starter-wordpress-hosting","Bluehost","ACTIVE","","url","https://bluehost.com/","https://bluehost.com/","unreachable","403","https://www.bluehost.com/","bluehost.com","1","likely_official_website","unreachable","Cloudflare Captcha Page | Bluehost.com","","http_403","redirected_1_time | title_token_matches:1 | vendor_token_matches:1 | http_403"
"9096032420079","gid://shopify/Product/9096032420079","Bluehost eCommerce Essentials – WordPress Hosting Optimized for Online Selling","bluehost-ecommerce-essentials-wordpress-hosting","Bluehost","ACTIVE","","url","https://bluehost.com/","https://bluehost.com/","unreachable","403","https://www.bluehost.com/","bluehost.com","1","likely_official_website","unreachable","Cloudflare Captcha Page | Bluehost.com","","http_403","redirected_1_time | title_token_matches:1 | vendor_token_matches:1 | http_403"
"9096032583919","gid://shopify/Product/9096032583919","Bluehost Pro WordPress Hosting – High-Performance Managed Hosting for Growing Businesses","shared-hosting-bluehost-pro","Bluehost","ACTIVE","","url","https://bluehost.com/","https://bluehost.com/","unreachable","403","https://www.bluehost.com/","bluehost.com","1","likely_official_website","unreachable","Cloudflare Captcha Page | Bluehost.com","","http_403","redirected_1_time | title_token_matches:1 | vendor_token_matches:1 | http_403"
"9096033468655","gid://shopify/Product/9096033468655","GoDaddy Web Hosting Deluxe","shared-hosting-godaddy-deluxe","GoDaddy","ACTIVE","","url","https://godaddy.com/","https://godaddy.com/","unreachable","403","https://www.godaddy.com/","godaddy.com","1","likely_official_website","unreachable","Access Denied","Access Denied","http_403","redirected_1_time | title_token_matches:1 | vendor_token_matches:1 | http_403"
"9096033632495","gid://shopify/Product/9096033632495","GoDaddy Web Hosting Ultimate","shared-hosting-godaddy-ultimate","GoDaddy","ACTIVE","","url","https://godaddy.com/","https://godaddy.com/","unreachable","403","https://www.godaddy.com/","godaddy.com","1","likely_official_website","unreachable","Access Denied","Access Denied","http_403","redirected_1_time | title_token_matches:1 | vendor_token_matches:1 | http_403"
"9096034156783","gid://shopify/Product/9096034156783","HostGator Baby Shared Hosting","shared-hosting-hostgator-baby","HostGator","ACTIVE","","url","https://hostgator.com/","https://hostgator.com/","unreachable","403","https://www.hostgator.com/","hostgator.com","1","likely_official_website","unreachable","Hostgator.com","","http_403","redirected_1_time | title_token_matches:1 | vendor_token_matches:1 | http_403"
"9096034222319","gid://shopify/Product/9096034222319","HostGator Business Shared Hosting","shared-hosting-hostgator-business","HostGator","ACTIVE","","url","https://hostgator.com/","https://hostgator.com/","unreachable","403","https://www.hostgator.com/","hostgator.com","1","likely_official_website","unreachable","Hostgator.com","","http_403","redirected_1_time | title_token_matches:1 | vendor_token_matches:1 | http_403"
"9096034287855","gid://shopify/Product/9096034287855","HostGator Hatchling Shared Hosting","shared-hosting-hostgator-hatchling","HostGator","ACTIVE","","url","https://hostgator.com/","https://hostgator.com/","unreachable","403","https://www.hostgator.com/","hostgator.com","1","likely_official_website","unreachable","Hostgator.com","","http_403","redirected_1_time | title_token_matches:1 | vendor_token_matches:1 | http_403"
"9096035172591","gid://shopify/Product/9096035172591","InterServer Cloud Shared Hosting","shared-hosting-interserver-cloud","InterServer","ACTIVE","","url","https://interserver.net/","https://interserver.net/","unreachable","403","https://interserver.net/","interserver.net","0","likely_official_website","unreachable","Just a moment...","","http_403","title_token_matches:1 | vendor_token_matches:1 | http_403"
"9096035238127","gid://shopify/Product/9096035238127","InterServer Standard Shared Hosting","shared-hosting-interserver-standard","InterServer","ACTIVE","","url","https://interserver.net/","https://interserver.net/","unreachable","403","https://interserver.net/","interserver.net","0","likely_official_website","unreachable","Just a moment...","","http_403","title_token_matches:1 | vendor_token_matches:1 | http_403"
"9096036253935","gid://shopify/Product/9096036253935","Namecheap Stellar Shared Hosting","shared-hosting-namecheap-stellar","Namecheap","ACTIVE","","url","https://namecheap.com/","https://namecheap.com/","unreachable","403","https://www.namecheap.com/","namecheap.com","1","likely_official_website","unreachable","Just a moment...","","http_403","redirected_1_time | title_token_matches:1 | vendor_token_matches:1 | http_403"
"9096036319471","gid://shopify/Product/9096036319471","Namecheap Stellar Business Shared Hosting","shared-hosting-namecheap-stellar-business","Namecheap","ACTIVE","","url","https://namecheap.com/","https://namecheap.com/","unreachable","403","https://www.namecheap.com/","namecheap.com","1","likely_official_website","unreachable","Just a moment...","","http_403","redirected_1_time | title_token_matches:1 | vendor_token_matches:1 | http_403"
"9096036385007","gid://shopify/Product/9096036385007","Namecheap Stellar Plus Shared Hosting","shared-hosting-namecheap-stellar-plus","Namecheap","ACTIVE","","url","https://namecheap.com/","https://namecheap.com/","unreachable","403","https://www.namecheap.com/","namecheap.com","1","likely_official_website","unreachable","Just a moment...","","http_403","redirected_1_time | title_token_matches:1 | vendor_token_matches:1 | http_403"
"9096052310255","gid://shopify/Product/9096052310255","AccuWeb Dedicated Shared Hosting","dedicated-accuweb","AccuWeb Hosting","ACTIVE","","url","https://accuwebhosting.com/","https://accuwebhosting.com/","unreachable","403","https://accuwebhosting.com/","accuwebhosting.com","0","likely_official_website","unreachable","Just a moment...","","http_403","title_token_matches:2 | vendor_token_matches:2 | http_403"
"9096052605167","gid://shopify/Product/9096052605167","GoDaddy Dedicated Shared Hosting","dedicated-hosting-godaddy","GoDaddy","ACTIVE","","url","https://godaddy.com/","https://godaddy.com/","unreachable","403","https://www.godaddy.com/","godaddy.com","1","likely_official_website","unreachable","Access Denied","Access Denied","http_403","redirected_1_time | title_token_matches:1 | vendor_token_matches:1 | http_403"
"9096052867311","gid://shopify/Product/9096052867311","HostGator Dedicated Shared Hosting","dedicated-hosting-hostgator","HostGator","ACTIVE","","url","https://hostgator.com/","https://hostgator.com/","unreachable","403","https://www.hostgator.com/","hostgator.com","1","likely_official_website","unreachable","Hostgator.com","","http_403","redirected_1_time | title_token_matches:1 | vendor_token_matches:1 | http_403"
"9096052932847","gid://shopify/Product/9096052932847","HostGator Dedicated Pro Shared Hosting","dedicated-hosting-hostgator-pro","HostGator","ACTIVE","","url","https://hostgator.com/","https://hostgator.com/","unreachable","403","https://www.hostgator.com/","hostgator.com","1","likely_official_website","unreachable","Hostgator.com","","http_403","redirected_1_time | title_token_matches:1 | vendor_token_matches:1 | http_403"
"9096053162223","gid://shopify/Product/9096053162223","InterServer Dedicated Shared Hosting","dedicated-hosting-interserver","InterServer","ACTIVE","","url","https://interserver.net/","https://interserver.net/","unreachable","403","https://interserver.net/","interserver.net","0","likely_official_website","unreachable","Just a moment...","","http_403","title_token_matches:1 | vendor_token_matches:1 | http_403"
"9096079442159","gid://shopify/Product/9096079442159","AccuWeb VPS Shared Hosting","vps-hosting-accuweb","AccuWeb Hosting","ACTIVE","","url","https://accuwebhosting.com/","https://accuwebhosting.com/","unreachable","403","https://accuwebhosting.com/","accuwebhosting.com","0","likely_official_website","unreachable","Just a moment...","","http_403","title_token_matches:2 | vendor_token_matches:2 | http_403"
"9096080130287","gid://shopify/Product/9096080130287","GoDaddy VPS Shared Hosting","vps-hosting-godaddy","GoDaddy","ACTIVE","","url","https://godaddy.com/","https://godaddy.com/","unreachable","403","https://www.godaddy.com/","godaddy.com","1","likely_official_website","unreachable","Access Denied","Access Denied","http_403","redirected_1_time | title_token_matches:1 | vendor_token_matches:1 | http_403"
"9096080490735","gid://shopify/Product/9096080490735","HostGator VPS Shared Hosting","vps-hosting-hostgator","HostGator","ACTIVE","","url","https://hostgator.com/","https://hostgator.com/","unreachable","403","https://www.hostgator.com/","hostgator.com","1","likely_official_website","unreachable","Hostgator.com","","http_403","redirected_1_time | title_token_matches:1 | vendor_token_matches:1 | http_403"
"9096080851183","gid://shopify/Product/9096080851183","InterServer VPS Shared Hosting","vps-hosting-interserver","InterServer","ACTIVE","","url","https://interserver.net/","https://interserver.net/","unreachable","403","https://interserver.net/","interserver.net","0","likely_official_website","unreachable","Just a moment...","","http_403","title_token_matches:1 | vendor_token_matches:1 | http_403"
"9096164868335","gid://shopify/Product/9096164868335","AccuWeb Cloud Shared Hosting","cloud-hosting-accuweb","AccuWeb Hosting","ACTIVE","","url","https://accuwebhosting.com/","https://accuwebhosting.com/","unreachable","403","https://accuwebhosting.com/","accuwebhosting.com","0","likely_official_website","unreachable","Just a moment...","","http_403","title_token_matches:2 | vendor_token_matches:2 | http_403"
"9096170242287","gid://shopify/Product/9096170242287","AccuWeb WP Shared Hosting","wordpress-hosting-accuweb","AccuWeb Hosting","ACTIVE","","url","https://accuwebhosting.com/","https://accuwebhosting.com/","unreachable","403","https://accuwebhosting.com/","accuwebhosting.com","0","likely_official_website","unreachable","Just a moment...","","http_403","title_token_matches:2 | vendor_token_matches:2 | http_403"
"9096170832111","gid://shopify/Product/9096170832111","GoDaddy Managed WP Shared Hosting","wordpress-hosting-godaddy-managed-wp","GoDaddy","ACTIVE","","url","https://godaddy.com/","https://godaddy.com/","unreachable","403","https://www.godaddy.com/","godaddy.com","1","likely_official_website","unreachable","Access Denied","Access Denied","http_403","redirected_1_time | title_token_matches:1 | vendor_token_matches:1 | http_403"
"9096170963183","gid://shopify/Product/9096170963183","GoDaddy Hosting for WordPress Basic","wordpress-hosting-godaddy-wp-basic","GoDaddy","ACTIVE","","url","https://godaddy.com/","https://godaddy.com/","unreachable","403","https://www.godaddy.com/","godaddy.com","1","likely_official_website","unreachable","Access Denied","Access Denied","http_403","redirected_1_time | title_token_matches:1 | vendor_token_matches:1 | http_403"
"9096171389167","gid://shopify/Product/9096171389167","HostGator WordPress Shared Hosting","wordpress-hosting-hostgator","HostGator","ACTIVE","","url","https://hostgator.com/","https://hostgator.com/","unreachable","403","https://www.hostgator.com/","hostgator.com","1","likely_official_website","unreachable","Hostgator.com","","http_403","redirected_1_time | title_token_matches:1 | vendor_token_matches:1 | http_403"
"9096171946223","gid://shopify/Product/9096171946223","InterServer WP Shared Hosting","wordpress-hosting-interserver","InterServer","ACTIVE","","url","https://interserver.net/","https://interserver.net/","unreachable","403","https://interserver.net/","interserver.net","0","likely_official_website","unreachable","Just a moment...","","http_403","title_token_matches:1 | vendor_token_matches:1 | http_403"
"9096172667119","gid://shopify/Product/9096172667119","Namecheap EasyWP Shared Hosting","wordpress-hosting-namecheap-easywp","Namecheap","ACTIVE","","url","https://namecheap.com/","https://namecheap.com/","unreachable","403","https://www.namecheap.com/","namecheap.com","1","likely_official_website","unreachable","Just a moment...","","http_403","redirected_1_time | title_token_matches:1 | vendor_token_matches:1 | http_403"
"9096861679855","gid://shopify/Product/9096861679855","Bluehost Business WordPress Hosting – Powerful, Secure & Scalable for Growing Sites","bluehost-business-wordpress-hosting","Bluehost","ACTIVE","","url","https://bluehost.com/","https://bluehost.com/","unreachable","403","https://www.bluehost.com/","bluehost.com","1","likely_official_website","unreachable","Cloudflare Captcha Page | Bluehost.com","","http_403","redirected_1_time | title_token_matches:1 | vendor_token_matches:1 | http_403"
"9096861712623","gid://shopify/Product/9096861712623","Bluehost Premium WordPress Hosting – High-Performance Managed Hosting for Demanding Sites","bluehost-premium-wordpress-hosting","Bluehost","ACTIVE","","url","https://bluehost.com/","https://bluehost.com/","unreachable","403","https://www.bluehost.com/","bluehost.com","1","likely_official_website","unreachable","Cloudflare Captcha Page | Bluehost.com","","http_403","redirected_1_time | title_token_matches:1 | vendor_token_matches:1 | http_403"
"9096861745391","gid://shopify/Product/9096861745391","Cloudways Basic Managed Hosting","managed-hosting-cloudways-basic","Cloudways","ACTIVE","","url","https://cloudways.com/","https://cloudways.com/","unreachable","403","https://www.cloudways.com/en","cloudways.com","2","likely_official_website","unreachable","Just a moment...","","http_403","redirected_2_times | title_token_matches:1 | vendor_token_matches:1 | http_403"
"9096861843695","gid://shopify/Product/9096861843695","Cloudways Business Managed Hosting","managed-hosting-cloudways-business","Cloudways","ACTIVE","","url","https://cloudways.com/","https://cloudways.com/","unreachable","403","https://www.cloudways.com/en","cloudways.com","2","likely_official_website","unreachable","Just a moment...","","http_403","redirected_2_times | title_token_matches:1 | vendor_token_matches:1 | http_403"
"9096861909231","gid://shopify/Product/9096861909231","Cloudways Pro Managed Hosting","managed-hosting-cloudways-pro","Cloudways","ACTIVE","","url","https://cloudways.com/","https://cloudways.com/","unreachable","403","https://www.cloudways.com/en","cloudways.com","2","likely_official_website","unreachable","Just a moment...","","http_403","redirected_2_times | title_token_matches:1 | vendor_token_matches:1 | http_403"
"9096861974767","gid://shopify/Product/9096861974767","HostGator Business Managed Hosting","managed-hosting-hostgator-business","HostGator","ACTIVE","","url","https://hostgator.com/","https://hostgator.com/","unreachable","403","https://www.hostgator.com/","hostgator.com","1","likely_official_website","unreachable","Hostgator.com","","http_403","redirected_1_time | title_token_matches:1 | vendor_token_matches:1 | http_403"
"9096862073071","gid://shopify/Product/9096862073071","HostGator Enterprise Managed Hosting","managed-hosting-hostgator-enterprise","HostGator","ACTIVE","","url","https://hostgator.com/","https://hostgator.com/","unreachable","403","https://www.hostgator.com/","hostgator.com","1","likely_official_website","unreachable","Hostgator.com","","http_403","redirected_1_time | title_token_matches:1 | vendor_token_matches:1 | http_403"
"9096862138607","gid://shopify/Product/9096862138607","HostGator Pro Managed Hosting","managed-hosting-hostgator-pro","HostGator","ACTIVE","","url","https://hostgator.com/","https://hostgator.com/","unreachable","403","https://www.hostgator.com/","hostgator.com","1","likely_official_website","unreachable","Hostgator.com","","http_403","redirected_1_time | title_token_matches:1 | vendor_token_matches:1 | http_403"
"9096862630127","gid://shopify/Product/9096862630127","Liquid Web Business Managed Hosting","managed-hosting-liquid-web-business","Liquid Web","ACTIVE","","url","https://liquidweb.com/","https://liquidweb.com/","unreachable","403","https://liquidweb.com/","liquidweb.com","0","likely_official_website","unreachable","Managed Challenge","Verifying you are human","http_403","title_token_matches:3 | vendor_token_matches:2 | http_403"
"9096862728431","gid://shopify/Product/9096862728431","Liquid Web Enterprise Managed Hosting","managed-hosting-liquid-web-enterprise","Liquid Web","ACTIVE","","url","https://liquidweb.com/","https://liquidweb.com/","unreachable","403","https://liquidweb.com/","liquidweb.com","0","likely_official_website","unreachable","Managed Challenge","Verifying you are human","http_403","title_token_matches:3 | vendor_token_matches:2 | http_403"
"9096862826735","gid://shopify/Product/9096862826735","Liquid Web Pro Managed Hosting","managed-hosting-liquid-web-pro","Liquid Web","ACTIVE","","url","https://liquidweb.com/","https://liquidweb.com/","unreachable","403","https://liquidweb.com/","liquidweb.com","0","likely_official_website","unreachable","Managed Challenge","Verifying you are human","http_403","title_token_matches:3 | vendor_token_matches:2 | http_403"
"9102044561647","gid://shopify/Product/9102044561647","Volusion Plans","volusion-plans","Volusion","ACTIVE","","url","https://volusion.com/","https://volusion.com/","unreachable","403","https://volusion.com/","volusion.com","0","likely_official_website","unreachable","Attention Required! | Cloudflare","Sorry, you have been blocked","http_403","title_token_matches:1 | vendor_token_matches:1 | http_403"
"9102081851631","gid://shopify/Product/9102081851631","Managed Magento Hosting","managed-magento-hosting","Magento","ACTIVE","","url","https://managedmagentohosting.com/","https://managedmagentohosting.com/","unreachable","","","","0","unclear","unreachable","","","ENOTFOUND","ENOTFOUND"
"9102081949935","gid://shopify/Product/9102081949935","Liquid Web eCommerce Managed Hosting","liquidweb-ecommerce","Liquid Web","ACTIVE","","url","https://liquidweb.com/","https://liquidweb.com/","unreachable","403","https://liquidweb.com/","liquidweb.com","0","likely_official_website","unreachable","Managed Challenge","Verifying you are human","http_403","title_token_matches:3 | vendor_token_matches:2 | http_403"
"9102082179311","gid://shopify/Product/9102082179311","Cloudways (WooCommerce Magento on cloud servers)","cloudways-ecommerce","Cloudways","ACTIVE","","url","https://cloudways.com/","https://cloudways.com/","unreachable","403","https://www.cloudways.com/en","cloudways.com","2","likely_official_website","unreachable","Just a moment...","","http_403","redirected_2_times | title_token_matches:1 | vendor_token_matches:1 | http_403"
"9102082375919","gid://shopify/Product/9102082375919","Bluehost Managed WooCommerce Premium","bluehost-managed-woocommerce","Bluehost","ACTIVE","","url","https://bluehost.com/","https://bluehost.com/","unreachable","403","https://www.bluehost.com/","bluehost.com","1","likely_official_website","unreachable","Cloudflare Captcha Page | Bluehost.com","","http_403","redirected_1_time | title_token_matches:1 | vendor_token_matches:1 | http_403"
"9102082408687","gid://shopify/Product/9102082408687","HostGator Cloud for eCommerce WooCommerce","hostgator-cloud-ecommerce","HostGator","ACTIVE","","url","https://hostgator.com/","https://hostgator.com/","unreachable","403","https://www.hostgator.com/","hostgator.com","1","likely_official_website","unreachable","Hostgator.com","","http_403","redirected_1_time | title_token_matches:1 | vendor_token_matches:1 | http_403"
"9102082474223","gid://shopify/Product/9102082474223","Liquid Web Nexcess Magento Plans","liquidweb-nexcess-magento","Nexcess","ACTIVE","","url","https://sites-portal.liquidweb.com/","https://sites-portal.liquidweb.com/","unreachable","403","https://sites-portal.liquidweb.com/","sites-portal.liquidweb.com","0","likely_official_website","unreachable","Managed Challenge","Verifying you are human","http_403","title_token_matches:2 | http_403"
"9102082769135","gid://shopify/Product/9102082769135","Media Temple VPS Managed for eCommerce","mediatemple-vps-ecommerce","Media Temple","ACTIVE","","url","https://mediatemplevpsmanagedforecommerce.com/","https://mediatemplevpsmanagedforecommerce.com/","unreachable","","","","0","unclear","unreachable","","","ENOTFOUND","ENOTFOUND"
"9102082867439","gid://shopify/Product/9102082867439","InterServer Ecommerce VPS hosting","interserver-ecommerce","InterServer","ACTIVE","","url","https://interserver.net/","https://interserver.net/","unreachable","403","https://interserver.net/","interserver.net","0","likely_official_website","unreachable","Just a moment...","","http_403","title_token_matches:1 | vendor_token_matches:1 | http_403"
"9104547086575","gid://shopify/Product/9104547086575","Farm-ng (AI for autonomous farming equipment)","farm-ng","Farm-ng","ACTIVE","","url","https://farmng.ai/","https://farmng.ai/","unreachable","","","","0","unclear","unreachable","","","ENOTFOUND","ENOTFOUND"
"9104547217647","gid://shopify/Product/9104547217647","Prospera (AI for agricultural data analytics)","prospera","Prospera","ACTIVE","","url","https://prospera.ag/","https://prospera.ag/","unreachable","","","","0","unclear","unreachable","","","ECONNABORTED","ECONNABORTED"
"9104547250415","gid://shopify/Product/9104547250415","AgroScout (AI for pest and disease detection)","agroscout","AgroScout","ACTIVE","","url","https://agro-scout.com/","https://agro-scout.com/","unreachable","403","https://agro-scout.com/","agro-scout.com","0","unclear","unreachable","Just a moment...","","http_403","http_403"
"9104580346095","gid://shopify/Product/9104580346095","Spark AR (AI for AR effects on Meta platforms)","spark-ar","Meta","ACTIVE","","url","https://sparkar.meta.com/","https://sparkar.meta.com/","unreachable","","","","0","unclear","unreachable","","","ENOTFOUND","ENOTFOUND"
"9104610984175","gid://shopify/Product/9104610984175","Marketo Engage (AI for marketing campaign optimization)","marketo-engage","Adobe","ACTIVE","","url","https://business.adobe.com/","https://business.adobe.com/","unreachable","","","","0","unclear","unreachable","","","ECONNABORTED","ECONNABORTED"
"9104611213551","gid://shopify/Product/9104611213551","Netsuite AI (AI for financial and operational insights)","netsuite-ai","Oracle Netsuite","ACTIVE","","url","https://netsuite.com/","https://netsuite.com/","unreachable","403","https://netsuite.com/","netsuite.com","0","likely_official_website","unreachable","Access Denied","Access Denied","http_403","title_token_matches:1 | vendor_token_matches:1 | http_403"
"9107922616559","gid://shopify/Product/9107922616559","Codeium (AI autocomplete & search for developers)","codeium-code-ai","Codeium","ACTIVE","","url","https://codeium.io/","https://codeium.io/","unreachable","","","","0","unclear","unreachable","","","ENOTFOUND","ENOTFOUND"
"9108446249199","gid://shopify/Product/9108446249199","Jukebox (AI for generating music with lyrics)","jukebox","OpenAI","ACTIVE","","url","https://openai.com/","https://openai.com/","unreachable","403","https://openai.com/","openai.com","0","likely_official_website","unreachable","","","http_403","vendor_token_matches:1 | http_403"
"9108446314735","gid://shopify/Product/9108446314735","MuseNet (AI for multi-instrument music composition)","musenet","OpenAI","ACTIVE","","url","https://openai.com/","https://openai.com/","unreachable","403","https://openai.com/","openai.com","0","likely_official_website","unreachable","","","http_403","vendor_token_matches:1 | http_403"
"9111822631151","gid://shopify/Product/9111822631151","Tableau AI (AI for data visualization and insights)","tableau-ai-data-ai","Tableau","ACTIVE","","url","https://tableau.com/","https://tableau.com/","unreachable","403","https://tableau.com/","tableau.com","0","likely_official_website","unreachable","Access Denied","Access Denied","http_403","title_token_matches:1 | vendor_token_matches:1 | http_403"
"9111849107695","gid://shopify/Product/9111849107695","Quizlet (Study tools and flashcards)","quizlet-education-ai","Quizlet","ACTIVE","","url","https://quizlet.com/","https://quizlet.com/","unreachable","403","https://quizlet.com/","quizlet.com","0","likely_official_website","unreachable","Captcha Challenge…","One more step…","http_403","title_token_matches:1 | vendor_token_matches:1 | http_403"
