"product_id","title","assigned_values","assigned_kinds","source_used","changed","classification_reason","url_used","web_search_query"
"9065882386671","Pixelcut: AI for e-commerce product image editing","Podcast Editing AI | Video Editing AI | Audio Editing Software | Photo Editing Software | Video Editing Software | AR Commerce AI | Product Description AI | Product Analytics Software | Product Configurator Software | Product Data Management Software | Product Information Management (PIM) Systems | Product Lifecycle Management Software | Product Management Software | Product Roadmap Software","Podcast Editing AI:name | Video Editing AI:name | Audio Editing Software:name | Photo Editing Software:name | Video Editing Software:name | AR Commerce AI:name | Product Description AI:name | Product Analytics Software:name | Product Configurator Software:name | Product Data Management Software:name | Product Information Management (PIM) Systems:name | Product Lifecycle Management Software:name | Product Management Software:name | Product Roadmap Software:name","product URL","true","Podcast Editing AI via name; Video Editing AI via name; Audio Editing Software via name; Photo Editing Software via name; Video Editing Software via name; AR Commerce AI via name; Product Description AI via name; Product Analytics Software via name; Product Configurator Software via name; Product Data Management Software via name; Product Information Management (PIM) Systems via name; Product Lifecycle Management Software via name; Product Management Software via name; Product Roadmap Software via name","https://pixelcut.ai/pricing","Pixelcut: AI for e-commerce product image editing Pixelcut Visual AI"
"9065882419439","Crello AI: AI-powered graphic design for social media and marketing","Social Media Marketing Software","Social Media Marketing Software:name","description","true","Social Media Marketing Software via name","",""
"9065944187119","Typeform (Interactive form builder for surveys, quizzes, and data collection)","Data Analytics AI | Data Cleaning AI | Data Visualization AI | Customer Data Platforms | Business Intelligence AI | Data Center Colocation | Tier III Data Center | Tier IV Data Center | Big Data Software | Buyer Intent Data Tools | Data Analysis Tools | Data Annotation Tools | Data Center Management Software | Data Cleansing Tools | Data Discovery Software | Data Entry Software | Data Extraction Software | Data Fabric Software | Data Governance Tools | Data Integration Tools | Data Loss Prevention Software | Data Management Software | Data Mining Software | Data Preparation Tools | Data Quality Software | Data Visualization Software | Data Warehouse Software | Electronic Data Capture Software | Electronic Data Interchange (EDI) Software | Master Data Management Software | Product Data Management Software | Qualitative Data Analysis Software | Virtual Data Room Software","Data Analytics AI:name | Data Cleaning AI:name | Data Visualization AI:name | Customer Data Platforms:name | Business Intelligence AI:name | Data Center Colocation:name | Tier III Data Center:name | Tier IV Data Center:name | Big Data Software:name | Buyer Intent Data Tools:name | Data Analysis Tools:name | Data Annotation Tools:name | Data Center Management Software:name | Data Cleansing Tools:name | Data Discovery Software:name | Data Entry Software:name | Data Extraction Software:name | Data Fabric Software:name | Data Governance Tools:name | Data Integration Tools:name | Data Loss Prevention Software:name | Data Management Software:name | Data Mining Software:name | Data Preparation Tools:name | Data Quality Software:name | Data Visualization Software:name | Data Warehouse Software:name | Electronic Data Capture Software:name | Electronic Data Interchange (EDI) Software:name | Master Data Management Software:name | Product Data Management Software:name | Qualitative Data Analysis Software:name | Virtual Data Room Software:name","description","true","Data Analytics AI via name; Data Cleaning AI via name; Data Visualization AI via name; Customer Data Platforms via name; Business Intelligence AI via name; Data Center Colocation via name; Tier III Data Center via name; Tier IV Data Center via name; Big Data Software via name; Buyer Intent Data Tools via name; Data Analysis Tools via name; Data Annotation Tools via name; Data Center Management Software via name; Data Cleansing Tools via name; Data Discovery Software via name; Data Entry Software via name; Data Extraction Software via name; Data Fabric Software via name; Data Governance Tools via name; Data Integration Tools via name; Data Loss Prevention Software via name; Data Management Software via name; Data Mining Software via name; Data Preparation Tools via name; Data Quality Software via name; Data Visualization Software via name; Data Warehouse Software via name; Electronic Data Capture Software via name; Electronic Data Interchange (EDI) Software via name; Master Data Management Software via name; Product Data Management Software via name; Qualitative Data Analysis Software via name; Virtual Data Room Software via name","",""
"9069939327215","Grok by xAI (Conversational AI for answering questions and providing insights with a focus on truth-seeking)","Conversational AI","Conversational AI:name","description","true","Conversational AI via name","",""
"9069939359983","ChatGPT by OpenAI (A versatile chatbot for conversations, task automation, and content generation)","Conversational AI","Conversational AI:name","description","true","Conversational AI via name","",""
"9069939425519","Google Assistant by Google (Voice-activated AI for tasks, smart home control, and information retrieval)","Personal AI Assistants","Personal AI Assistants:name","description","true","Personal AI Assistants via name","",""
"9069939491055","Amazon Alexa by Amazon (Voice assistant for home automation, queries, and integrations)","Personal AI Assistants","Personal AI Assistants:name","description","true","Personal AI Assistants via name","",""
"9069939589359","Claude by Anthropic (Ethical conversational AI for safe and value-aligned responses)","Conversational AI","Conversational AI:name","description","true","Conversational AI via name","",""
"9069939687663","Gemini by Google (Multimodal AI for text, image processing, and task assistance)","Enterprise AI Assistants | Task Automation AI","Enterprise AI Assistants:name | Task Automation AI:name","description","true","Enterprise AI Assistants via name; Task Automation AI via name","",""
"9069939753199","Siri by Apple (Voice assistant for iOS devices, handling tasks and queries)","Personal AI Assistants","Personal AI Assistants:name","description","true","Personal AI Assistants via name","",""
"9069939785967","Copilot by Microsoft (AI assistant integrated into Microsoft 365 for productivity tasks)","Enterprise AI Assistants","Enterprise AI Assistants:name","description","true","Enterprise AI Assistants via name","",""
"9069939851503","Perplexity by Perplexity (AI-powered search and answer engine for research and queries)","Conversational AI | Real Estate Chatbots","Conversational AI:name | Real Estate Chatbots:name","description","true","Conversational AI via name; Real Estate Chatbots via name","",""
"9069940015343","Elicit by Elicit (Research assistant for literature reviews and data extraction)","Data Extraction Software | Data Analysis Tools | Qualitative Data Analysis Software","Data Extraction Software:name | Data Analysis Tools:name | Qualitative Data Analysis Software:name","product URL","true","Data Extraction Software via name; Data Analysis Tools via name; Qualitative Data Analysis Software via name","https://elicit.com","Elicit by Elicit (Research assistant for literature reviews and data extraction) Elicit Assistant AI"
"9069940113647","Otter by Otter (AI-powered meeting assistant for transcription and note-taking)","Meeting Assistant AI","Meeting Assistant AI:name","description","true","Meeting Assistant AI via name","",""
"9069940179183","Fathom by Fathom (Meeting assistant for summarizing calls and generating action items)","Meeting Assistant AI","Meeting Assistant AI:name","description","true","Meeting Assistant AI via name","",""
"9069940277487","Grok Vision by xAI (Vision-enabled assistant for analyzing images and text)","Real Estate Chatbots","Real Estate Chatbots:name","description","true","Real Estate Chatbots via name","",""
"9069940343023","Jasper Assistant by Jasper (AI for content creation and task automation)","Task Automation AI | Process Automation AI","Task Automation AI:name | Process Automation AI:name","description","true","Task Automation AI via name; Process Automation AI via name","",""
"9069940441327","Trello AI by Atlassian (Task management assistant integrated into Trello for project organization)","Task Automation AI","Task Automation AI:name","description","true","Task Automation AI via name","",""
"9069940506863","Notion AI by Notion (Productivity assistant for note-taking, summaries, and task automation)","Task Automation AI","Task Automation AI:name","description","true","Task Automation AI via name","",""
"9069940637935","Bixby by Samsung (Voice assistant for Samsung devices, focusing on device control)","Personal AI Assistants","Personal AI Assistants:name","description","true","Personal AI Assistants via name","",""
